"","target_taxon_name","...1","source_taxon_name","latitude","longitude","ISO_A2","NAME_ES","searched_taxon_name","country_name","Estatus.Taxonómico","Nombre.Válido","Autoridad","Rango.Taxonómico","Familia","Forma.biológica"
"650","Trianthema portulacastrum",133,"Agapostemon angelicus",32.0596,-109.041,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"651","Verbena halei",80,"Agapostemon angelicus",30.355,-96.551,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"652","Verbena plicata",100,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Verbesina",659,"Agapostemon (Agapostemon) angelicus",31.5,-109.5447,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"654","Verbesina encelioides",142,"Agapostemon angelicus",31.8825,-109.206,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"655","Verbesina encelioides",161,"Agapostemon angelicus",33.98,-102.9,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"656","Verbesina encelioides",634,"Agapostemon (Agapostemon) angelicus",31.67944,-110.6547,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"657","Verbesina encelioides ex",14,"Agapostemon angelicus",31.33902,-109.27278,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"658","Verbesina encelioides ex",51,"Agapostemon angelicus",31.30972,-109.27778,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
"659","Verbesina encelioides ex",64,"Agapostemon angelicus",31.32222,-109.27778,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
"660","Vernonia",658,"Agapostemon (Agapostemon) angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Viguiera",246,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Viguiera",588,"Agapostemon angelicus",37.3624,-111.8623,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"663","Xanthisma spinulosum",35,"Agapostemon angelicus",31.31972,-109.19333,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
"664","Xanthisma spinulosum",42,"Agapostemon angelicus",31.33333,-109.24028,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"665","Xanthisma spinulosum",43,"Agapostemon angelicus",31.31944,-109.28417,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
"666","Xanthisma spinulosum",66,"Agapostemon angelicus",31.32556,-109.26667,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
"667","Xanthisma spinulosum",115,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Xanthisma texanum drummondii",602,"Agapostemon (Agapostemon) angelicus",34.5467,-100.4904,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"669","Yucca elata",618,"Agapostemon (Agapostemon) angelicus",32.53428,-108.9263,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"670","Zinnia acerosa",49,"Agapostemon angelicus",31.33056,-109.21,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"671","Zinnia acerosa",83,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Ziziphus obtusifolia",85,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Ziziphus obtusifolia",144,"Agapostemon angelicus",31.35,-106.4667,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
